member_id,product_id
b14544471,f9b9f70c-ecbb-4b9f-9ea7-a3dfcea9dfae
b14544471,3aa7e6fa-7b95-4aa8-a16a-910cad2da644
b10825587,3dc51282-4558-4e72-9c58-ccf922d058dc
b10825587,da651197-508c-4c7b-aed0-b6641aa61ac0
b10825587,df24a27e-a7d2-47f5-a52e-6b6064f94099
b43577176,71abb479-36fe-41f7-a998-a941636f0d9c
b56425610,ac487d7d-ad8e-46b2-81bf-0ca52f93f750
b56425610,cb806c42-83c0-4cbd-94f3-f32f8968064d
b00261925,701a3fb2-ac29-46c4-a743-16f06ed9bd74
b00261925,caf5cbec-32e2-4c23-adac-9005d8ec4189
b00261925,776ca831-f797-487a-90be-0aaf8144cb31
b00261925,c9412fa5-b115-4ab4-b6a5-612a57003c43
b07100599,cbe31354-4301-4b77-9ae9-ed1b64625711
b32632582,3a17bdd7-dcc3-4d90-bc86-5f3ada12dfa8
b32632582,da651197-508c-4c7b-aed0-b6641aa61ac0
b32632582,31ef926c-caa7-4559-9e07-d546d4393740
b32632582,c9412fa5-b115-4ab4-b6a5-612a57003c43
b62360579,ac487d7d-ad8e-46b2-81bf-0ca52f93f750
b62360579,aacbd6f7-4ccd-4b4c-867f-4063aaa77813
b62360579,c9412fa5-b115-4ab4-b6a5-612a57003c43
b92213967,e0e67f68-e0bc-414f-8b53-bcd9967144d7
b92213967,1a369c6a-bfc1-4f8b-86f3-19349231409a
b92213967,0e7721a4-4da0-487c-a851-5be312ea072a
b92213967,7c804df8-13ea-4885-88a1-480847f8fdcd
b38226715,17b69216-b8a1-4a66-b585-bc5209bd5d64
b38226715,6acb1146-4d4f-4c18-a042-d405478998da
b38226715,3a18465c-7bb6-4619-9ccf-2caf5e5ae34d
b38226715,d209b070-25cf-4550-8f6a-1969be507461
b07483614,0c4dfc3b-d851-433b-aa19-d0029f0a6b09
b07483614,399900a6-d9f5-4f67-b723-60f2eb038e35
b07483614,e0e67f68-e0bc-414f-8b53-bcd9967144d7
b07483614,776ca831-f797-487a-90be-0aaf8144cb31
b13921013,bd69c9ec-179c-4cea-9e0c-19531ac1d9c0
b13921013,5c239f26-4515-45d0-a3eb-dee228a6ee10
b44115082,92987258-87b3-4968-9eec-c61f12fd5b6c
b44115082,17b69216-b8a1-4a66-b585-bc5209bd5d64
b44115082,cc4afdd3-897b-4395-ba11-90d691a8e2f3
b44115082,aacbd6f7-4ccd-4b4c-867f-4063aaa77813
b13752456,cb806c42-83c0-4cbd-94f3-f32f8968064d
b69404811,701a3fb2-ac29-46c4-a743-16f06ed9bd74
b69404811,49f123bd-7248-46b6-acc5-168442f3f67d
b22255830,6acb1146-4d4f-4c18-a042-d405478998da
b79671098,d65ca4ef-d7a7-49e5-a4df-c71d8725128e
b79671098,0c4dfc3b-d851-433b-aa19-d0029f0a6b09
b79671098,3e2f6ed3-c445-47d8-b1c3-42b08701dbdf
b79671098,3ee9bac0-3ec3-4f51-b0fe-d5da5cbee0cb
b83953187,5798af51-4d89-4d75-83ba-7300de3500ee
b83953187,5b900df6-0484-4a17-a4ce-53528e85f44c
b83953187,8f19fc06-1212-45bc-8f8e-d0c76f3c39ff
b83953187,f3022e58-0199-4b75-9779-af76c94f88c6
b81402685,69e58c01-2b60-43cb-a832-aaa284d870be
b81402685,64572c68-a5c2-4c88-908d-af9c755049ff
b81402685,bd69c9ec-179c-4cea-9e0c-19531ac1d9c0
b58249572,0e7721a4-4da0-487c-a851-5be312ea072a
b58249572,d449814d-3da0-4fe0-bf74-f5acc50599c1
b58249572,3fe25947-79be-4417-b2b1-632a80b22102
b58249572,da651197-508c-4c7b-aed0-b6641aa61ac0
b39392545,e0c08365-ea87-488e-a6eb-f74936dcb1f9
b39392545,f1ccc6d1-9d04-47e3-b273-3d739a10974d
b39392545,7aec1655-d788-4639-b182-7f32ae45cd56
b39392545,78785891-f52c-425d-883d-fea8fa09c3eb
b44115082,dbfca6b1-e0ee-46ee-bb38-bf33b2de6e37
b44115082,3e2f6ed3-c445-47d8-b1c3-42b08701dbdf
b44115082,64572c68-a5c2-4c88-908d-af9c755049ff
b85757344,31ef926c-caa7-4559-9e07-d546d4393740
b57699855,06001b49-a173-43c0-8d59-a25c00b95f67
b57699855,9c72a145-ed86-49cf-861d-24113157a3fc
b57699855,cc4afdd3-897b-4395-ba11-90d691a8e2f3
b57699855,c9412fa5-b115-4ab4-b6a5-612a57003c43
b48310801,7aec1655-d788-4639-b182-7f32ae45cd56
b48310801,3fe25947-79be-4417-b2b1-632a80b22102
b19463332,3a17bdd7-dcc3-4d90-bc86-5f3ada12dfa8
b19463332,16b9a513-f66c-4bdd-abc1-9044ab77471e
b19463332,caf5cbec-32e2-4c23-adac-9005d8ec4189
b19463332,d209b070-25cf-4550-8f6a-1969be507461
b73511690,116a06cf-494f-4250-a9b7-1d679eeb42ce
b73511690,ca914556-a0db-44d7-863f-0e44d10385ce
b43316857,6acb1146-4d4f-4c18-a042-d405478998da
b43316857,1c7fdc97-afc5-4eaf-b930-3b25d81cff7a
b24514502,e0c08365-ea87-488e-a6eb-f74936dcb1f9
b24514502,8f19fc06-1212-45bc-8f8e-d0c76f3c39ff
b36240256,69e58c01-2b60-43cb-a832-aaa284d870be
b78804942,5a61081a-f9f7-4e11-9ffd-b42fa4d56225
b78804942,809c4143-294b-4b60-8dc6-d9c2b7a24835
b96374027,7bc892af-c72d-4a6b-8c6e-14351af98577
b96374027,3fe25947-79be-4417-b2b1-632a80b22102
b96374027,72bfaa2c-a3e0-4332-968d-df15a522b1c3
b96374027,bfb0aafd-65ef-4d85-907e-6cf830d0ee89
b97891845,701a3fb2-ac29-46c4-a743-16f06ed9bd74
b57264810,71abb479-36fe-41f7-a998-a941636f0d9c
b57264810,06001b49-a173-43c0-8d59-a25c00b95f67
b57264810,16b9a513-f66c-4bdd-abc1-9044ab77471e
b61118283,26a1e3dd-cfac-442e-a6c3-509284581f7b
b61118283,3e2f6ed3-c445-47d8-b1c3-42b08701dbdf
b61118283,40de8b3e-07e9-44fe-8d4b-b80ec6bc0580
b61118283,3aa7e6fa-7b95-4aa8-a16a-910cad2da644
b44283378,7bc892af-c72d-4a6b-8c6e-14351af98577
b44283378,26a1e3dd-cfac-442e-a6c3-509284581f7b
b44283378,06001b49-a173-43c0-8d59-a25c00b95f67
b44283378,5c239f26-4515-45d0-a3eb-dee228a6ee10
b07159597,3aa7e6fa-7b95-4aa8-a16a-910cad2da644
b97536285,e573a184-99f4-4e95-8a76-0b456cfa821a
b97536285,31ef926c-caa7-4559-9e07-d546d4393740
b58675796,aacbd6f7-4ccd-4b4c-867f-4063aaa77813
b58675796,ca914556-a0db-44d7-863f-0e44d10385ce
b21808553,cbe31354-4301-4b77-9ae9-ed1b64625711
b21808553,039fcf32-2881-4152-974e-ea25ee7a4bd2
b37966425,2eca8faa-80d8-48f2-b657-727a88578f83
b37966425,cb806c42-83c0-4cbd-94f3-f32f8968064d
b14658773,6acb1146-4d4f-4c18-a042-d405478998da
b14658773,700e83c1-7df2-440a-a1c8-25be39a5363b
b46556622,66e6d339-a658-4d0b-9fe7-de8c08ae56b7
b46556622,eed70591-dd87-4c44-ada2-30964723b91d
b46556622,701a3fb2-ac29-46c4-a743-16f06ed9bd74
b46556622,5c239f26-4515-45d0-a3eb-dee228a6ee10
b36355034,71abb479-36fe-41f7-a998-a941636f0d9c
b36355034,1a369c6a-bfc1-4f8b-86f3-19349231409a
b61218393,1c7fdc97-afc5-4eaf-b930-3b25d81cff7a
b34416159,701a3fb2-ac29-46c4-a743-16f06ed9bd74
b34416159,17b69216-b8a1-4a66-b585-bc5209bd5d64
b72855747,b8f39d3d-e563-4301-9ac2-a3ce99aec785
b72855747,7c804df8-13ea-4885-88a1-480847f8fdcd
b72855747,20d0bfe6-5814-4b48-a7a8-a56fbbced858
b31739114,039fcf32-2881-4152-974e-ea25ee7a4bd2
b31739114,c9412fa5-b115-4ab4-b6a5-612a57003c43
b70457172,3aa7e6fa-7b95-4aa8-a16a-910cad2da644
b07100599,7bc892af-c72d-4a6b-8c6e-14351af98577
b07100599,b92e24e7-7df9-404f-8abe-ce845e90a97b
b07100599,17b69216-b8a1-4a66-b585-bc5209bd5d64
b07100599,78785891-f52c-425d-883d-fea8fa09c3eb
b88821876,e573a184-99f4-4e95-8a76-0b456cfa821a
b03817609,e573a184-99f4-4e95-8a76-0b456cfa821a
b46157024,a0b9482a-4551-4616-b2ba-68a8bfd3dab0
b46157024,30b9653c-7f55-461c-97d3-a9c5804ff9c9
b97134534,7aec1655-d788-4639-b182-7f32ae45cd56
b97134534,399900a6-d9f5-4f67-b723-60f2eb038e35
b60579178,3a18465c-7bb6-4619-9ccf-2caf5e5ae34d
b41541229,eb266bca-f892-4591-ae89-7095ae7a4b7a
b13465988,116a06cf-494f-4250-a9b7-1d679eeb42ce
b13465988,7c804df8-13ea-4885-88a1-480847f8fdcd
b13465988,5a61081a-f9f7-4e11-9ffd-b42fa4d56225
b13465988,b8d83250-083f-42d2-b5bb-a1bef184b034
b51306173,2657c5a8-8977-4c38-8808-406d9e8f6e0e
b60711092,3a18465c-7bb6-4619-9ccf-2caf5e5ae34d
b60711092,2eca8faa-80d8-48f2-b657-727a88578f83
b60711092,cbe31354-4301-4b77-9ae9-ed1b64625711
b50833435,cb806c42-83c0-4cbd-94f3-f32f8968064d
b50833435,336d5719-dbe7-401c-abc8-244091a11926
b50833435,ac7e024e-af6f-4b00-8072-c9887e0cb57e
b95771749,5a61081a-f9f7-4e11-9ffd-b42fa4d56225
b95771749,d209b070-25cf-4550-8f6a-1969be507461
b95771749,cb806c42-83c0-4cbd-94f3-f32f8968064d
b95771749,d449814d-3da0-4fe0-bf74-f5acc50599c1
b21214487,701a3fb2-ac29-46c4-a743-16f06ed9bd74
b21214487,30b9653c-7f55-461c-97d3-a9c5804ff9c9
b29473166,3a17bdd7-dcc3-4d90-bc86-5f3ada12dfa8
b29473166,40de8b3e-07e9-44fe-8d4b-b80ec6bc0580
b29473166,ad0ba283-aa9d-4ad4-84ff-872c02ed8fa0
b29473166,cbe31354-4301-4b77-9ae9-ed1b64625711
b87852165,e0e67f68-e0bc-414f-8b53-bcd9967144d7
b87852165,0e7721a4-4da0-487c-a851-5be312ea072a
b89776741,caf5cbec-32e2-4c23-adac-9005d8ec4189
b89776741,700e83c1-7df2-440a-a1c8-25be39a5363b
b89776741,ad0ba283-aa9d-4ad4-84ff-872c02ed8fa0
b89776741,f52a2fe5-fc5b-491a-a00b-8b1b8e4ea47c
b46444987,3aa7e6fa-7b95-4aa8-a16a-910cad2da644
b46444987,0c4dfc3b-d851-433b-aa19-d0029f0a6b09
b42111891,40de8b3e-07e9-44fe-8d4b-b80ec6bc0580
b42111891,a95dc6f2-de28-4672-9213-3a931987a3e8
b42111891,8bb86b1f-361c-44cd-96a8-1cb10dc855cc
b42111891,bfb0aafd-65ef-4d85-907e-6cf830d0ee89
b43159450,5b900df6-0484-4a17-a4ce-53528e85f44c
b11628870,7eed8e0b-e34e-4df3-b2a3-8fb9103b56e9
b11628870,ad0ba283-aa9d-4ad4-84ff-872c02ed8fa0
b11628870,3aa7e6fa-7b95-4aa8-a16a-910cad2da644
b11628870,8bb86b1f-361c-44cd-96a8-1cb10dc855cc
b93621748,3aa7e6fa-7b95-4aa8-a16a-910cad2da644
b97891845,8bb86b1f-361c-44cd-96a8-1cb10dc855cc
b97891845,bd69c9ec-179c-4cea-9e0c-19531ac1d9c0
b97891845,eed70591-dd87-4c44-ada2-30964723b91d
b35753810,cbe31354-4301-4b77-9ae9-ed1b64625711
b35753810,7bc892af-c72d-4a6b-8c6e-14351af98577
b35753810,eb266bca-f892-4591-ae89-7095ae7a4b7a
b35753810,b92e24e7-7df9-404f-8abe-ce845e90a97b
b56622063,8f19fc06-1212-45bc-8f8e-d0c76f3c39ff
b56622063,a0b9482a-4551-4616-b2ba-68a8bfd3dab0
b56622063,ac487d7d-ad8e-46b2-81bf-0ca52f93f750
b56622063,a86e22c5-a043-47ec-9f75-147ebcada74e
b96943380,a0b9482a-4551-4616-b2ba-68a8bfd3dab0
b96943380,d449814d-3da0-4fe0-bf74-f5acc50599c1
b63626659,a95dc6f2-de28-4672-9213-3a931987a3e8
b63626659,16b9a513-f66c-4bdd-abc1-9044ab77471e
b63626659,66e6d339-a658-4d0b-9fe7-de8c08ae56b7
b63626659,8f19fc06-1212-45bc-8f8e-d0c76f3c39ff
b60215420,68d71818-0241-4328-90ce-ab630aca775e
b60215420,54cacec8-3e79-47be-8990-f4c53c98492a
b60215420,16b9a513-f66c-4bdd-abc1-9044ab77471e
b85749676,64572c68-a5c2-4c88-908d-af9c755049ff
b85749676,26a1e3dd-cfac-442e-a6c3-509284581f7b
b66898496,66e6d339-a658-4d0b-9fe7-de8c08ae56b7
b66898496,7bc892af-c72d-4a6b-8c6e-14351af98577
b66898496,8697d14f-e892-4e8c-8b52-47f362212956
b21682372,30b9653c-7f55-461c-97d3-a9c5804ff9c9
b86980749,40de8b3e-07e9-44fe-8d4b-b80ec6bc0580
b86980749,336d5719-dbe7-401c-abc8-244091a11926
b19336584,cc4afdd3-897b-4395-ba11-90d691a8e2f3
b19336584,6acb1146-4d4f-4c18-a042-d405478998da
b19336584,3a18465c-7bb6-4619-9ccf-2caf5e5ae34d
b19336584,20d0bfe6-5814-4b48-a7a8-a56fbbced858
b88307812,eb266bca-f892-4591-ae89-7095ae7a4b7a
b88307812,b5c652d3-c381-4a03-9562-e2b59e815474
b77718072,17b69216-b8a1-4a66-b585-bc5209bd5d64
b77718072,69e58c01-2b60-43cb-a832-aaa284d870be
b77718072,3ee9bac0-3ec3-4f51-b0fe-d5da5cbee0cb
b80373237,7aec1655-d788-4639-b182-7f32ae45cd56
b80373237,5798af51-4d89-4d75-83ba-7300de3500ee
b95993281,68d71818-0241-4328-90ce-ab630aca775e
b90528820,eed70591-dd87-4c44-ada2-30964723b91d
b90528820,039fcf32-2881-4152-974e-ea25ee7a4bd2
b90528820,1c7fdc97-afc5-4eaf-b930-3b25d81cff7a
b90528820,b8f39d3d-e563-4301-9ac2-a3ce99aec785
b87749399,fb33a728-c6aa-4d86-9767-e291d7e71173
b87749399,64572c68-a5c2-4c88-908d-af9c755049ff
b87749399,d449814d-3da0-4fe0-bf74-f5acc50599c1
b61492942,a25cbdf1-2e41-4c15-b68f-002965921e3a
b36846984,26a1e3dd-cfac-442e-a6c3-509284581f7b
b36846984,bd69c9ec-179c-4cea-9e0c-19531ac1d9c0
b24734901,b8f39d3d-e563-4301-9ac2-a3ce99aec785
b83435128,e007cddb-655b-4c1c-b89d-d2f1d769de78
b06230912,5c239f26-4515-45d0-a3eb-dee228a6ee10
b06230912,caf5cbec-32e2-4c23-adac-9005d8ec4189
b57264810,5798af51-4d89-4d75-83ba-7300de3500ee
b65800739,ad0ba283-aa9d-4ad4-84ff-872c02ed8fa0
b39750793,b92e24e7-7df9-404f-8abe-ce845e90a97b
b39750793,3e2f6ed3-c445-47d8-b1c3-42b08701dbdf
b41158927,e0e67f68-e0bc-414f-8b53-bcd9967144d7
b41158927,aacbd6f7-4ccd-4b4c-867f-4063aaa77813
b81127483,a95dc6f2-de28-4672-9213-3a931987a3e8
b77804974,ad0ba283-aa9d-4ad4-84ff-872c02ed8fa0
b27652734,69e58c01-2b60-43cb-a832-aaa284d870be
b27652734,c9412fa5-b115-4ab4-b6a5-612a57003c43
b27652734,d449814d-3da0-4fe0-bf74-f5acc50599c1
b27652734,a86e22c5-a043-47ec-9f75-147ebcada74e
b49744223,039fcf32-2881-4152-974e-ea25ee7a4bd2
b02716888,cc4afdd3-897b-4395-ba11-90d691a8e2f3
b40804685,1a640c9b-6d3e-4460-8f94-48fad0e889c6
b40804685,7bc892af-c72d-4a6b-8c6e-14351af98577
b64860634,039fcf32-2881-4152-974e-ea25ee7a4bd2
b37224362,d209b070-25cf-4550-8f6a-1969be507461
b37224362,caf5cbec-32e2-4c23-adac-9005d8ec4189
b87211945,1a640c9b-6d3e-4460-8f94-48fad0e889c6
b87211945,a25cbdf1-2e41-4c15-b68f-002965921e3a
b76991414,399900a6-d9f5-4f67-b723-60f2eb038e35
b76991414,5b900df6-0484-4a17-a4ce-53528e85f44c
b76991414,116a06cf-494f-4250-a9b7-1d679eeb42ce
b52282622,cc4afdd3-897b-4395-ba11-90d691a8e2f3
b16828684,ac7e024e-af6f-4b00-8072-c9887e0cb57e
b16828684,700e83c1-7df2-440a-a1c8-25be39a5363b
b17668448,776ca831-f797-487a-90be-0aaf8144cb31
b42499851,3dc51282-4558-4e72-9c58-ccf922d058dc
b42499851,bfb0aafd-65ef-4d85-907e-6cf830d0ee89
b28256313,31ef926c-caa7-4559-9e07-d546d4393740
b28256313,66e6d339-a658-4d0b-9fe7-de8c08ae56b7
b28256313,d209b070-25cf-4550-8f6a-1969be507461
b38412786,6acb1146-4d4f-4c18-a042-d405478998da
b38412786,bf2eb3e5-5926-4863-aba0-53b643791bed
b72176783,3ee9bac0-3ec3-4f51-b0fe-d5da5cbee0cb
b72176783,7bc892af-c72d-4a6b-8c6e-14351af98577
b72176783,2657c5a8-8977-4c38-8808-406d9e8f6e0e
b12997834,5c239f26-4515-45d0-a3eb-dee228a6ee10
b12997834,16b9a513-f66c-4bdd-abc1-9044ab77471e
b12997834,72bfaa2c-a3e0-4332-968d-df15a522b1c3
b54206069,20d0bfe6-5814-4b48-a7a8-a56fbbced858
b54206069,6d8df8c9-d795-4089-84a4-c5fa15a2b35b
b54206069,9c23752e-41b1-4497-91b0-412fe8799e22
b04455345,ca914556-a0db-44d7-863f-0e44d10385ce
b11561245,336d5719-dbe7-401c-abc8-244091a11926
b87795956,c9412fa5-b115-4ab4-b6a5-612a57003c43
b87795956,a86e22c5-a043-47ec-9f75-147ebcada74e
b87795956,039fcf32-2881-4152-974e-ea25ee7a4bd2
b30349305,399900a6-d9f5-4f67-b723-60f2eb038e35
b30349305,d2668ea7-f324-4c41-bc75-2d4f0790379e
b93512206,f52a2fe5-fc5b-491a-a00b-8b1b8e4ea47c
b93512206,7bc892af-c72d-4a6b-8c6e-14351af98577
b93512206,701a3fb2-ac29-46c4-a743-16f06ed9bd74
b55651639,1a58e529-3aee-4231-a5fa-8d46da3596f1
b55651639,f9b9f70c-ecbb-4b9f-9ea7-a3dfcea9dfae
b03326241,b8f39d3d-e563-4301-9ac2-a3ce99aec785
b03326241,eeff4969-7c97-4386-a3ea-b99fcb9f3d72
b03326241,7bc892af-c72d-4a6b-8c6e-14351af98577
b03326241,8bb86b1f-361c-44cd-96a8-1cb10dc855cc
b82597521,039fcf32-2881-4152-974e-ea25ee7a4bd2
b58174839,f9b9f70c-ecbb-4b9f-9ea7-a3dfcea9dfae
b58174839,776ca831-f797-487a-90be-0aaf8144cb31
b58174839,2eca8faa-80d8-48f2-b657-727a88578f83
b58174839,40de8b3e-07e9-44fe-8d4b-b80ec6bc0580
b03417620,8bb86b1f-361c-44cd-96a8-1cb10dc855cc
b03417620,da651197-508c-4c7b-aed0-b6641aa61ac0
b25670760,a0b9482a-4551-4616-b2ba-68a8bfd3dab0
b25670760,49f123bd-7248-46b6-acc5-168442f3f67d
b84451742,5b900df6-0484-4a17-a4ce-53528e85f44c
b84451742,ad0ba283-aa9d-4ad4-84ff-872c02ed8fa0
b41702460,eeff4969-7c97-4386-a3ea-b99fcb9f3d72
b41702460,d209b070-25cf-4550-8f6a-1969be507461
b06194837,e007cddb-655b-4c1c-b89d-d2f1d769de78
b03417620,cc4afdd3-897b-4395-ba11-90d691a8e2f3
b59678608,1a640c9b-6d3e-4460-8f94-48fad0e889c6
b59678608,b8d83250-083f-42d2-b5bb-a1bef184b034
b62686512,bfb0aafd-65ef-4d85-907e-6cf830d0ee89
b62686512,da651197-508c-4c7b-aed0-b6641aa61ac0
b62686512,caf5cbec-32e2-4c23-adac-9005d8ec4189
b62686512,16b9a513-f66c-4bdd-abc1-9044ab77471e
b35319453,0e7721a4-4da0-487c-a851-5be312ea072a
b35319453,5a61081a-f9f7-4e11-9ffd-b42fa4d56225
b35319453,26a1e3dd-cfac-442e-a6c3-509284581f7b
b81919113,d449814d-3da0-4fe0-bf74-f5acc50599c1
b13962762,3ee9bac0-3ec3-4f51-b0fe-d5da5cbee0cb
b13962762,bd69c9ec-179c-4cea-9e0c-19531ac1d9c0
b13962762,ac487d7d-ad8e-46b2-81bf-0ca52f93f750
b95798839,e573a184-99f4-4e95-8a76-0b456cfa821a
b95798839,7eed8e0b-e34e-4df3-b2a3-8fb9103b56e9
b95798839,cbe31354-4301-4b77-9ae9-ed1b64625711
b95798839,54cacec8-3e79-47be-8990-f4c53c98492a
b94546322,30b9653c-7f55-461c-97d3-a9c5804ff9c9
b94546322,31ef926c-caa7-4559-9e07-d546d4393740
b43124711,aacbd6f7-4ccd-4b4c-867f-4063aaa77813
b43124711,df24a27e-a7d2-47f5-a52e-6b6064f94099
b69551182,8bb86b1f-361c-44cd-96a8-1cb10dc855cc
b69551182,b8f39d3d-e563-4301-9ac2-a3ce99aec785
b69551182,1c7fdc97-afc5-4eaf-b930-3b25d81cff7a
b69551182,f9b9f70c-ecbb-4b9f-9ea7-a3dfcea9dfae
b31845608,16b9a513-f66c-4bdd-abc1-9044ab77471e
b03936012,e0e67f68-e0bc-414f-8b53-bcd9967144d7
b03936012,3a18465c-7bb6-4619-9ccf-2caf5e5ae34d
b03936012,3a17bdd7-dcc3-4d90-bc86-5f3ada12dfa8
b88307812,c9412fa5-b115-4ab4-b6a5-612a57003c43
b88307812,8697d14f-e892-4e8c-8b52-47f362212956
b88307812,336d5719-dbe7-401c-abc8-244091a11926
b51771095,116a06cf-494f-4250-a9b7-1d679eeb42ce
b51771095,809c4143-294b-4b60-8dc6-d9c2b7a24835
b51771095,1c7fdc97-afc5-4eaf-b930-3b25d81cff7a
b51771095,0e7721a4-4da0-487c-a851-5be312ea072a
b81608889,40de8b3e-07e9-44fe-8d4b-b80ec6bc0580
b81608889,92987258-87b3-4968-9eec-c61f12fd5b6c
b63578699,e0c08365-ea87-488e-a6eb-f74936dcb1f9
b63578699,3a18465c-7bb6-4619-9ccf-2caf5e5ae34d
b63578699,399900a6-d9f5-4f67-b723-60f2eb038e35
