order_id,delivery_method,done_delivery_datetime,done_delivery_location
88507112-6eb0-4649-a49a-064876f23b61,FaceToFace,2022-05-02 05:43:00,XiaoXiaoFu Food Service
788b1a1c-ee8f-4653-9f1f-7ac2fde89550,FaceToFace,2022-01-02 22:30:00,Administration Building
46691688-e792-4889-8cd1-04bb203bbc13,Freight,2023-12-09 20:43:00,Lu-Ming Square
d3d408eb-bc2f-49b3-9663-e5958287a83e,FaceToFace,2022-05-20 21:44:00,Gongguan Metro Station Exit4
edf07d74-0aa2-482c-b2f6-43a9404ce4a4,FaceToFace,2023-12-28 07:32:00,Life Science Building
2a6a5809-8c1a-4304-a6ed-a9055c657861,FaceToFace,2023-03-17 16:58:00,Gongguan Metro Station Exit3
255d1f64-70e2-47e2-bc61-b2cf094799b5,FaceToFace,2023-12-31 09:50:00,Lu-Ming Square
f5a3541d-7457-45b8-900b-c6e78ab1cdb0,FaceToFace,2023-04-16 22:08:00,XiaoXiaoFu Food Service
3c12e54b-bc3f-4bd9-b80a-e6147a026352,FaceToFace,2022-10-15 19:25:00,Drunken Moon Lake
34928047-22e8-4c4c-b03d-dca2a2a54828,FaceToFace,2022-11-25 01:49:00,Lu-Ming Square
53ef6511-26ff-417d-b697-f2a8a0ea8fa6,FaceToFace,2023-09-24 09:02:00,Drunken Moon Lake
c7cbb404-7531-4ebe-8387-426d45fdeb5d,FaceToFace,2023-06-10 07:02:00,Gongguan Metro Station Exit2
290b1573-6c58-42dd-bfa1-79c61d24119b,FaceToFace,2022-09-27 20:57:00,Gongguan Metro Station Exit3
92b83a61-fbae-4b7f-b640-57f4bd4ee7b9,FaceToFace,2023-12-28 23:54:00,Gongtong Lecture Building
4774d3f8-281f-4c4f-9f1d-218a0e2e88ca,FaceToFace,2023-07-08 06:17:00,Gongguan Metro Station Exit2
dd076375-fe4d-4362-8fea-79c0052d29ee,Freight,2022-03-19 12:54:00,Mingchuan Elementary School
bd51ed69-68e4-4377-b422-7b3f70596d8c,FaceToFace,2022-01-16 22:08:00,Drunken Moon Lake
c4e7b20e-651a-4330-9e4c-6f96d740b25a,FaceToFace,2023-12-11 08:34:00,Sports Center
0f80af6c-3b71-4690-83d8-14256e38560a,Freight,2022-01-06 16:48:00,Gongtong Lecture Building
49193b7d-698e-4490-b8c3-ee36fb531077,FaceToFace,2022-12-05 13:31:00,Administration Building
b79c6708-03a2-466f-8b39-b3fd57f37f78,FaceToFace,2022-05-14 14:06:00,Administration Building
af4d2bc0-ea88-40e7-8d9e-1ef6f7241594,FaceToFace,2022-05-20 21:44:00,Gongtong Lecture Building
b3656a89-6398-4a32-8fe0-5795a9a23b03,FaceToFace,2022-10-15 22:58:00,Life Science Building
d4234ebc-9929-4960-8753-61ca1ddf6d3c,FaceToFace,2022-11-12 02:18:00,Gongguan Metro Station Exit3
215350f3-89f0-48d3-b70b-5038fd2478e0,Freight,2023-12-09 20:43:00,Lu-Ming Square
14aea58e-414e-4983-8475-62097e85ed0f,FaceToFace,2022-09-13 22:12:00,Xiaofu Food Service
e7e28ceb-bdc6-4fe3-87d9-beb0018a98f0,FaceToFace,2022-09-08 01:12:00,Sports Center
161d6a6f-6e69-4f87-8b48-c03f10ab675a,FaceToFace,2022-11-25 01:49:00,Xinsheng Lecture Building
794d715a-be0d-4720-b39b-7166a9547fe6,FaceToFace,2022-10-23 13:43:00,Life Science Building
c8e6c63a-ee36-46de-88c7-1b837c2b8492,FaceToFace,2022-03-18 22:34:00,Gongguan Metro Station Exit3
01defd3f-cf70-41b6-88ba-47476e3a3e66,Freight,2023-08-31 00:10:00,Gongguan Metro Station Exit2
f54eb5f8-ec3c-4b77-955f-1753d0660b32,FaceToFace,2022-05-14 14:06:00,Drunken Moon Lake
e8180572-5ec0-4cb0-9ab0-ede506b34976,Freight,2022-07-05 16:35:00,Gongguan Metro Station Exit1
732dbd7a-b13a-498a-a74e-673ec0bf8b86,FaceToFace,2022-07-05 16:35:00,Life Science Building
08a14959-3479-4b1b-a8ea-1bbe7879a704,Freight,2022-07-09 16:32:00,Fu Bell
dd6ba14f-88e7-4d5c-8f08-ac8b2e6ef58d,FaceToFace,2023-08-08 23:30:00,Life Science Building
991a4555-3a1e-4e6b-b757-83df3d17ee5e,FaceToFace,2023-09-26 20:21:00,Life Science Building
d8247706-4b38-40d6-a06e-d1996db43021,FaceToFace,2022-05-20 21:44:00,Drunken Moon Lake
7edba295-94b7-42e8-8cc8-d7db70b39b37,FaceToFace,2022-05-02 05:43:00,Gongguan Metro Station Exit3
9bfde5cf-cd23-4e87-b557-de940b7fc308,FaceToFace,2022-09-27 20:57:00,Lu-Ming Square
8ad138a6-d58d-4300-820b-ccf5269eb795,FaceToFace,2022-10-29 20:11:00,Drunken Moon Lake
e3c2d15b-c6dd-487f-9d3c-d9cc58c84a7e,FaceToFace,2023-05-10 13:40:00,Drunken Moon Lake
02437e46-7e07-441a-9749-6137d781ab61,FaceToFace,2022-10-23 13:43:00,Administration Building
897c4ac0-8c70-4f64-b211-6f13117adc9a,FaceToFace,2022-07-12 19:04:00,Gongguan Metro Station Exit3
a658be57-64e3-479f-9bb9-004032da66e1,Freight,2022-10-15 22:58:00,XiaoXiaoFu Food Service
263d4364-8c4f-4084-b79b-5be5432bb645,Freight,2022-06-14 01:36:00,Gongguan Metro Station Exit2
97f21588-9b42-470e-9e63-e0ef67235dc7,FaceToFace,2022-07-08 05:15:00,Lu-Ming Square
0adf6c13-2bad-4f8c-ac7b-22c5eb3226ef,FaceToFace,2022-03-09 13:43:00,ChangXing 7-11
49d2fb92-76c7-4caf-a080-b5b88cad9def,FaceToFace,2023-09-07 05:06:00,Drunken Moon Lake
51587eba-ed4c-43dc-ab33-ff6e4fcaffc1,FaceToFace,2022-01-16 22:08:00,Sports field
ab220aef-b0a6-42ab-bbe3-2d6531667171,Freight,2023-12-31 09:50:00,Life Science Building
1ff61065-cd2d-455c-bc0f-cf1915f18d19,Freight,2023-07-27 13:03:00,Gongguan Metro Station Exit1
fcfa276e-a9c3-43b7-8eb6-914e9995792b,FaceToFace,2022-10-15 19:25:00,Administration Building
08e6f981-2a1b-44ae-98d1-2299c30db859,FaceToFace,2023-06-12 12:27:00,Life Science Building
132505a9-e92b-4ec5-8b49-db9ceea925ff,FaceToFace,2023-03-24 18:22:00,Gongtong Lecture Building
c2e09a53-b7cc-431d-9bf7-0d1e6b9dd407,Freight,2023-09-24 09:02:00,Lu-Ming Square
b32c6d0a-a4b9-4717-9b6c-7cc86314cb1e,FaceToFace,2023-08-13 20:12:00,Xinsheng Lecture Building
e2bf279a-18e5-48c3-be21-ddd8050e8364,FaceToFace,2022-11-12 02:18:00,ChangXing 7-11
7765e96c-54cd-4b98-b9f9-a3726af09fd6,FaceToFace,2023-02-12 05:16:00,Dapinglin Family Mart
17c98f42-412e-4674-8443-68da26e36dd9,FaceToFace,2023-04-29 13:15:00,Gongguan Metro Station Exit2
8eb7923a-adf4-4b5c-a331-11aea94300cf,Freight,2022-11-25 01:49:00,Gongguan Metro Station Exit4
055d5bcb-54d1-47e2-b435-b2819c76e874,FaceToFace,2022-10-29 20:11:00,Gongtong Lecture Building
4fc817d2-e36b-4767-a4fa-1c9f5ebe3c9e,FaceToFace,2022-02-07 23:40:00,Xinsheng Lecture Building
eb2bf27b-32c8-4180-a694-d79192567df7,FaceToFace,2023-09-02 18:01:00,Drunken Moon Lake
795e64d5-faac-4347-b2db-a4831d1e30aa,FaceToFace,2023-02-23 02:30:00,Administration Building
246a9609-fbf7-4f02-be1c-258ec19c7aca,Freight,2023-08-14 20:12:00,Drunken Moon Lake
867a14a3-abe4-41cf-8891-d547685848fb,FaceToFace,2022-01-06 16:48:00,Fu Bell
440b5e94-b2a9-42ae-a639-bff513afcec6,Freight,2023-07-08 16:50:00,Gongguan Metro Station Exit2
8e49998a-b5e8-49e3-8571-8192214976e0,FaceToFace,2022-07-09 16:32:00,Fu Bell
b9865451-033d-4088-a47f-ae0468061e5c,FaceToFace,2023-07-27 13:03:00,Life Science Building
13286c96-c284-424d-8ff7-f3a8cc3e2701,FaceToFace,2022-07-08 05:15:00,Sports field
cd41855e-9b93-45d8-b109-3ca356269f5a,FaceToFace,2023-12-11 08:34:00,Gongguan Metro Station Exit1
2addadff-2b3d-4350-9a70-0cc380a83731,FaceToFace,2023-08-07 12:24:00,Drunken Moon Lake
ab53683a-d100-4a4d-8aa5-1cf618abf4c2,FaceToFace,2023-03-14 21:01:00,Main Library
de89d1c5-42eb-478c-a7b0-a8e5f8e04b46,FaceToFace,2023-04-16 22:08:00,Dapinglin Family Mart
f7bf8469-672c-49ad-89e0-ec5b58567152,FaceToFace,2022-11-02 17:28:00,Sports field
76e3a999-a704-486e-bdee-624b34b4e0a0,FaceToFace,2023-07-08 16:50:00,Gongguan Metro Station Exit2
37f05596-c773-4d4e-af8d-c039a74efba7,Freight,2022-09-29 20:47:00,Main Library
ff6bbd76-0004-48f8-9d79-2a5b554ed19c,FaceToFace,2023-03-24 18:22:00,Life Science Building
8e4c521a-af34-4b7b-977c-5a974f0ba73d,FaceToFace,2022-03-19 12:54:00,XiaoXiaoFu Food Service
a961942c-4ce4-40b0-8c79-e8015a809113,Freight,2022-01-10 06:19:00,Life Science Building
03f77cca-ff08-4267-891a-de1df8405789,FaceToFace,2022-08-07 11:34:00,Main Library
bf8b1fd7-17bc-4d1a-9226-7c002303c495,FaceToFace,2023-05-16 23:42:00,Sports Center
10986977-faf4-41e2-ad12-6f522294738c,FaceToFace,2023-12-09 20:43:00,Xindian Baoqing 7-11
b1d3dfff-d149-4eab-8eb9-63f9e61009bc,FaceToFace,2022-02-07 23:40:00,Gongguan Metro Station Exit4
7adece52-b36b-4c55-8fea-2263978d9e35,FaceToFace,2023-07-27 13:03:00,Main Library
a6e4d504-7473-4a02-a780-d4bbf929147f,FaceToFace,2023-07-27 13:03:00,Xiaofu Food Service
505763d9-64bd-4d65-92a7-6f9ae82235d4,Freight,2022-06-02 04:42:00,Drunken Moon Lake
10151bda-b36f-4fca-9d14-2b804497e805,Freight,2022-06-19 04:43:00,Drunken Moon Lake
e45634a0-7025-4b08-8f3e-d5c53bdaa02a,FaceToFace,2022-06-14 01:36:00,Taiwan Metro Station 7-11
ca6ffe81-e2d2-4790-aca4-cac58120d0e8,FaceToFace,2022-12-10 06:15:00,Gongtong Lecture Building
699dc14c-edc9-46f0-bd89-bfd40f0b30d0,FaceToFace,2022-06-07 08:22:00,Lu-Ming Square
db8a84c2-cb7b-440b-8952-5d598c990375,Freight,2023-07-29 12:23:00,Drunken Moon Lake
b5cdf8c6-624f-46b2-be80-e1b26143ac7b,Freight,2022-06-17 14:12:00,Sports field
5bbfc118-09bb-4842-affd-c615549161e1,FaceToFace,2022-01-11 09:45:00,Lu-Ming Square
bc05ba3c-935a-46d6-969f-68d86c40e000,FaceToFace,2023-03-19 09:01:00,Sports Center
394789d7-2207-473f-9821-1f44f5282201,FaceToFace,2022-07-12 19:04:00,Drunken Moon Lake
404b052d-ccf6-48b9-b030-9ad4a9e40b11,FaceToFace,2022-03-19 12:54:00,Dapinglin Family Mart
8bbacd0a-dffb-4cc1-812a-8aa7a52ba173,FaceToFace,2023-04-29 13:15:00,Gongguan Metro Station Exit1
053214f0-3e8c-487e-9c44-605ad1502161,FaceToFace,2022-07-12 19:04:00,Xiaofu Food Service
b1ae95f5-7695-473a-910d-701089ad83d4,FaceToFace,2022-01-17 05:53:00,Sports Center
e8a04645-8ab1-4bbc-a8ee-a490f4ac4fdb,Freight,2022-07-08 05:15:00,Sports Center
fc9e8b12-32a7-48a5-9622-841c3b86c917,FaceToFace,2022-07-12 19:04:00,Administration Building
8778b39f-62ba-4efb-94f2-14af3d070f55,FaceToFace,2022-07-09 16:32:00,Fu Bell
7898ba4c-ba47-40b0-ace1-107c942af6ea,Freight,2023-03-17 16:58:00,Lu-Ming Square
b629e70d-fe3b-42e9-a3bc-1f5bb3b5db24,FaceToFace,2023-12-28 07:32:00,Fu Bell
09fbcf34-b6a4-4e9b-831b-1b77bb85bef2,Freight,2023-09-24 13:04:00,Gongguan Metro Station Exit1
e1b2c79d-b911-418f-b59c-a1172b0048ca,FaceToFace,2023-12-28 23:54:00,Sports Center
54503318-c6ba-460d-90e7-44b8ba906641,Freight,2022-08-09 08:51:00,Xiaofu Food Service
8a102ffb-53f5-454e-8a7d-8b2f0d64367b,FaceToFace,2023-12-28 23:54:00,XiaoXiaoFu Food Service
879e388c-e4b5-40ff-bb62-8903d03b79e0,FaceToFace,2023-06-10 07:02:00,Dapinglin Family Mart
349c2b52-534c-4861-b068-59c2934a5178,FaceToFace,2023-07-08 06:17:00,Fu Bell
32bfbc60-0704-4d73-b707-e9101457aaed,FaceToFace,2023-12-09 20:43:00,Fu Bell
fe458ff3-1fa2-49de-ad9b-ed9fbab3c1d7,FaceToFace,2022-01-07 01:05:00,Administration Building
862cd81a-9634-4699-a010-d4dc2b3d4d53,FaceToFace,2022-01-16 22:08:00,Xinsheng Lecture Building
0eabfd2f-ed64-4dc3-8109-22889a36a269,FaceToFace,2023-12-28 23:54:00,Xiaofu Food Service
758a5e3f-fad3-4a75-a985-f4f9344bd321,FaceToFace,2023-12-11 08:34:00,Gongguan Metro Station Exit3
d0c14334-a859-4bd1-af7a-968902fa3cf2,Freight,2023-09-24 09:02:00,Drunken Moon Lake
4285d025-3835-42ee-9718-b8825a6d18d2,FaceToFace,2022-03-19 12:54:00,Gongguan Metro Station Exit4
f989a0f3-b80c-4243-a913-f4ebe5f7c8af,FaceToFace,2022-03-22 09:47:00,Gongguan Metro Station Exit1
8ecce812-791c-4a10-a575-e20a9ba337d5,FaceToFace,2023-09-12 07:20:00,Life Science Building
59b6e5dc-2fdc-4e6c-ac13-faddd07d9f35,FaceToFace,2022-06-20 13:34:00,Drunken Moon Lake
14e04528-ff10-46f3-aa12-17242ca1a136,Freight,2022-02-07 23:40:00,Gongguan Metro Station Exit4
49cb54af-e6e2-4ebc-8bec-e4f73b446b46,FaceToFace,2023-09-24 13:04:00,XiaoXiaoFu Food Service
29bed7d8-5aee-4e36-8afa-f28668631340,FaceToFace,2022-07-05 16:35:00,Gongguan Metro Station Exit4
a153f942-c4d0-492d-84ec-402d2a1037d2,Freight,2023-04-15 14:26:00,Lu-Ming Square
b0f5d98a-8c63-4275-80eb-dbbc51676c07,FaceToFace,2023-07-29 12:23:00,Gongguan Metro Station Exit3
72de88ef-ee10-4c4b-9242-8770eee00b75,FaceToFace,2022-10-15 19:25:00,XiaoXiaoFu Food Service
e6ee12ba-561e-41fe-9c8b-a3535363f791,FaceToFace,2022-01-16 22:08:00,Sports Center
c7b6716d-e08d-4b9c-941a-a6c9bd17f52c,FaceToFace,2023-05-16 00:55:00,Life Science Building
21b94278-99da-4edd-ba21-81b5501e26ee,Freight,2022-02-07 23:40:00,Gongguan Metro Station Exit4
f9c69a39-c3d7-4860-b414-5068b2b8f2a3,FaceToFace,2022-12-21 00:48:00,Lu-Ming Square
a6595532-335b-470a-a3f5-4eb5072ebe74,FaceToFace,2022-11-03 16:58:00,Lu-Ming Square
95417f0d-8d1b-4088-9c80-f2eeb84f2118,Freight,2023-05-06 00:23:00,Gongguan Metro Station Exit3
39b90e6d-fee4-42be-ac58-848e6c93b45c,FaceToFace,2022-05-20 21:46:00,Sports field
9ae16eed-28ee-4769-a358-5adc04dc85ac,FaceToFace,2022-07-09 16:32:00,Gongguan Metro Station Exit2
422756b0-c015-45ec-9091-33d2af8a2c3a,Freight,2022-06-19 04:43:00,Life Science Building
b99cffa5-f165-4777-95d7-46763ae2ec94,FaceToFace,2023-12-28 23:54:00,Drunken Moon Lake
298c9643-d69f-41b3-9ff9-20fd4b80483e,FaceToFace,2022-01-07 01:05:00,Fu Bell
dd6baca4-f748-4253-a572-37b0cbe62a80,FaceToFace,2023-04-16 22:08:00,Taiwan Metro Station 7-11
2ba50af8-18af-48e3-806b-bac3f382c281,FaceToFace,2022-03-22 09:47:00,Fu Bell
81d9900b-46ae-4395-8902-cc6c3f296f84,FaceToFace,2023-07-29 12:23:00,Drunken Moon Lake
17b00cf4-3f28-494a-a3ba-cfc12ad756a5,FaceToFace,2022-12-10 06:15:00,Sports field
841cacfe-22d7-4ad2-ba8f-9ce84c749d05,FaceToFace,2022-01-17 05:53:00,Drunken Moon Lake
2ae9c113-74ce-4b17-a2cb-7f0b702a74f2,FaceToFace,2023-12-17 00:59:00,Administration Building
2e9c4523-2b11-4614-8172-3a1bd77e5e05,FaceToFace,2022-03-19 20:02:00,Drunken Moon Lake
2ac2242c-8c86-4966-be19-104d6be60e58,FaceToFace,2023-09-07 05:06:00,Dapinglin Family Mart
2d7bd752-3be2-4b14-94c3-3179f2719439,FaceToFace,2022-06-17 14:12:00,Gongtong Lecture Building
20a90cd2-5836-488d-ac1f-926be68d994f,FaceToFace,2023-06-29 15:43:00,Main Library
6ea3aa30-b2a2-414d-8f81-9c911d916149,FaceToFace,2023-02-12 05:16:00,Fu Bell
58355350-f9f8-4b6d-9906-27324838d9ad,FaceToFace,2022-01-11 09:45:00,Sports field
d9917259-0a63-49ab-a91c-f6f6a214f751,FaceToFace,2022-08-07 11:34:00,Drunken Moon Lake
9e963e18-8465-49fc-8d4f-5d35c4eab317,FaceToFace,2022-12-21 00:48:00,Gongguan Metro Station Exit2
32528f22-d1fd-48fa-9c32-6960bbfe1d53,FaceToFace,2022-11-12 02:18:00,Sports Center
48bed919-8561-44f5-ad67-8bf2dc929481,Freight,2023-05-06 00:23:00,Drunken Moon Lake
b127a915-36e2-4c92-86ca-74f4bcf0287a,Freight,2023-09-26 20:21:00,Life Science Building
d7a69123-097e-4a02-bd86-f85dc4964cce,FaceToFace,2022-07-05 16:35:00,Sports field
454391d5-b231-4acb-9af9-c26dbf6a6b61,FaceToFace,2023-01-22 14:25:00,Gongguan Metro Station Exit4
bd3a835e-3b04-42aa-8cfd-132a68be519e,FaceToFace,2023-12-09 20:43:00,Main Library
d328b37a-9c7e-4dc6-973f-1513783b9e8d,FaceToFace,2023-09-07 05:06:00,Gongguan Metro Station Exit1
13f5e254-da95-4465-9a8e-02181f537672,FaceToFace,2022-08-10 04:21:00,Gongguan Metro Station Exit1
621b660c-dc7c-4a30-bc27-a657f38c18ad,Freight,2022-03-09 13:43:00,Xinsheng Lecture Building
85696177-fe91-4700-b3d3-7459f1a49da6,FaceToFace,2022-06-27 09:47:00,Drunken Moon Lake
40783455-9b99-4daf-bff6-bd871c6ea6ac,FaceToFace,2022-01-10 06:19:00,XiaoXiaoFu Food Service
2f3a43b2-7770-4d92-8b2e-25d1f4754fe3,Freight,2023-02-23 02:30:00,Life Science Building
942b5660-2cae-436b-9c89-4de77a9b8b29,FaceToFace,2022-07-12 19:04:00,Xiaofu Food Service
7f856861-e004-4a4a-ad93-db80a9312588,FaceToFace,2022-07-09 16:32:00,Life Science Building
20e9108f-041a-416d-aeaf-6111edada3dd,FaceToFace,2023-06-12 12:27:00,Drunken Moon Lake
f3c54a3e-9c56-43ab-8507-8eec245406ed,FaceToFace,2022-08-09 08:51:00,Fu Bell
bf2f72a1-a922-488b-bff0-386e5f8ec5b6,FaceToFace,2023-06-12 12:27:00,Gongtong Lecture Building
4a7d95c5-8255-45f6-a514-ea1dc83bc10c,FaceToFace,2022-11-03 16:58:00,Gongguan Metro Station Exit1
f755bcf5-d02a-4011-a100-511d1c473ee5,FaceToFace,2023-05-16 23:42:00,Sports field
93b43000-ebcd-4a26-9d4f-9ca080d9b935,FaceToFace,2023-08-31 00:10:00,Drunken Moon Lake
a56986d7-51f0-4980-9c16-374dbbfb73af,FaceToFace,2023-07-21 05:48:00,Gongguan Metro Station Exit1
fecf24dc-568d-4d7c-82bb-56459f11f903,FaceToFace,2023-09-24 09:02:00,Xiaofu Food Service
864d80be-7a77-4f87-9736-901f8c83e181,FaceToFace,2023-10-24 06:30:00,Lu-Ming Square
bfacbcf6-4f00-4577-9e77-540906f896f6,FaceToFace,2023-02-12 05:16:00,Xinsheng Lecture Building
2e099eda-f193-4952-abee-91bd0fb1d13a,Freight,2022-12-10 06:15:00,Sports field
05a38e6c-3c25-4747-ab85-d3187fcb4eec,FaceToFace,2022-08-10 04:21:00,ChangXing 7-11
2c5e4799-6b12-4e72-b9e8-3c2c4c6e8113,FaceToFace,2022-03-22 09:47:00,Life Science Building
2223f7e1-0b92-41c8-89dd-7c98471c6aff,FaceToFace,2022-01-10 06:19:00,Xinsheng Lecture Building
7346cb9d-742e-4a00-bb32-64f19672990d,FaceToFace,2022-05-20 21:44:00,Drunken Moon Lake
0f646ec7-507a-4de9-a2eb-b098d3c2f130,FaceToFace,2022-03-09 13:43:00,Main Library
2f0a20e8-258a-478f-8330-b09ec3d09b17,FaceToFace,2023-09-24 13:04:00,Administration Building
33967f1b-59e2-480a-a796-9cf81fb75708,FaceToFace,2022-07-05 16:35:00,Lu-Ming Square
a2c26298-b9cf-4737-b86f-c23fd7a543cf,FaceToFace,2022-12-10 06:15:00,Gongguan Metro Station Exit2
f60950d7-10ca-42a4-8dd4-608b7377653a,FaceToFace,2022-03-19 20:02:00,Life Science Building
0951310e-d90e-4ed1-a433-755cce08716f,Freight,2023-12-10 17:01:00,Xiaofu Food Service
3d1a4cbe-8b5d-4014-a7aa-2d52fbd3275f,FaceToFace,2022-03-19 20:02:00,Sports Center
30e79376-f098-4ca3-a691-acab22a01b45,FaceToFace,2023-06-10 07:02:00,Lu-Ming Square
b9bb6db0-0d19-46cf-bcf7-e3d7a6849190,FaceToFace,2023-10-09 07:01:00,Sports Center
06bb90ce-e49a-4200-8226-9caaccfa3c3f,FaceToFace,2023-07-29 12:23:00,Fu Bell
37ad9fcf-1f44-477a-9bd7-2a647fc44835,FaceToFace,2022-12-08 12:19:00,Lu-Ming Square
21b598c1-7541-4792-94a1-0d80201e833d,FaceToFace,2023-08-08 23:30:00,Gongguan Metro Station Exit3
d449b273-93fb-4c6b-a418-feda5833378a,Freight,2023-12-09 20:43:00,Gongguan Metro Station Exit1
864025e8-c342-42d8-8f30-2f6ecf04564c,Freight,2023-05-16 23:42:00,Gongguan Metro Station Exit1
e0706586-7a69-49bb-9403-2fa700c98e46,FaceToFace,2023-04-15 14:26:00,Dapinglin Family Mart
40a0c434-ab19-43a4-81fd-26816641ab23,FaceToFace,2022-03-22 09:47:00,Gongguan Metro Station Exit2
7b787943-9f98-488f-8a40-592092c2e0c9,FaceToFace,2022-05-20 21:44:00,Xinsheng Lecture Building
771c888e-c70f-4c8d-b2e4-81d371bf32de,FaceToFace,2023-05-06 00:23:00,Life Science Building
07ee13f3-3ff7-4e56-a286-7d836845eb44,FaceToFace,2023-07-02 06:50:00,Xinsheng Lecture Building
cc6322b6-0704-4366-8d5a-94f1af5fae06,Freight,2022-12-10 06:15:00,Gongguan Metro Station Exit2
e523bb16-5534-4fd7-b768-400bc69e2619,Freight,2022-06-19 04:43:00,Drunken Moon Lake
3ea47489-d12d-4af3-a33b-77b4e4b5804b,FaceToFace,2022-10-29 20:11:00,Dapinglin Family Mart
e4e6cc81-4376-4423-a6ef-a951cd59a240,Freight,2022-11-02 17:28:00,Xiaofu Food Service
6e6ba82a-267a-419b-8c49-fbc70301b20a,Freight,2022-05-02 05:43:00,Gongguan Metro Station Exit3
4ec1326a-b615-4c49-8216-ac2f46735e58,Freight,2023-08-08 23:30:00,Life Science Building
bb6b39ad-7fe9-4392-852a-a3a160c9cc38,FaceToFace,2022-05-20 21:46:00,Banqiao Station 7-11
912722df-2ecd-4553-9745-957ec3901b58,Freight,2022-09-07 20:53:00,Gongguan Metro Station Exit4
7a237108-962e-4b63-a267-f189ae803d83,Freight,2022-05-02 05:43:00,ChangXing 7-11
2ede3a0c-3f59-458d-b810-87e0b9e8131f,FaceToFace,2023-02-12 05:16:00,Life Science Building
08a0782b-d2a6-4e56-90a8-e9c89b43d4c4,FaceToFace,2022-05-20 21:44:00,Drunken Moon Lake
f5cc6f0b-6f43-4e79-a3aa-468e29ddb5a4,FaceToFace,2022-11-03 16:58:00,Gongtong Lecture Building
95bc31ee-715d-4259-81cd-190766714137,FaceToFace,2023-03-24 18:22:00,Xinsheng Lecture Building
c896df3d-c5aa-4348-9b8a-eca84559178d,FaceToFace,2023-02-12 05:16:00,Sports Center
ca6d9e90-db71-4044-b1af-0c7f92a65362,Freight,2023-03-30 00:34:00,Banqiao Station 7-11
87154aab-cbad-49f7-a444-425fa04ef407,Freight,2022-01-07 01:05:00,XiaoXiaoFu Food Service
e49a9ab9-d873-4728-9f8f-9c92ce42d091,FaceToFace,2023-01-07 15:55:00,Sports Center
088154d7-e1a0-41cb-8181-17aaadcd3ce1,FaceToFace,2023-12-17 00:59:00,Sports field
a9e6ccfd-7d92-4261-b221-f1b18985eba9,FaceToFace,2023-12-10 17:01:00,Fu Bell
257f0cca-ae9d-4237-8a3c-8698fce105d4,FaceToFace,2022-12-10 06:15:00,Life Science Building
158d20a8-72cc-4241-bf88-62fb8bfadaba,Freight,2022-07-09 16:32:00,Gongguan Metro Station Exit2
8de9a9eb-7a25-4ad2-918a-77025d7bee3c,Freight,2023-07-02 06:50:00,Fu Bell
2019d4c5-c324-48a0-9658-aa866a902055,FaceToFace,2022-05-02 05:43:00,XiaoXiaoFu Food Service
